6.468551000000000000e+06,1.703594000000000000e+06,9.708900000000000000e+05,6.815064000000000000e+06,5.938628000000000000e+06,1.209513000000000000e+06,5.383585000000000000e+06,2.956394000000000000e+06,2.297260000000000000e+05,5.645569000000000000e+06,4.523209000000000000e+06,2.183570000000000000e+05,3.486360000000000000e+05,1.537864000000000000e+06,5.473157000000000000e+06,5.954980000000000000e+06,1.391102000000000000e+06,1.154761000000000000e+06,3.056446000000000000e+06,8.036510000000000000e+05,1.195610000000000000e+05,1.001084000000000000e+06,5.240100000000000000e+05,1.580492000000000000e+06,2.632563000000000000e+06,1.980415000000000000e+06,2.543134000000000000e+06,4.469860000000000000e+05,9.400800000000000000e+04,3.651470000000000000e+05,6.600310000000000000e+05,1.981335000000000000e+06,1.388210000000000000e+06,4.479005000000000000e+06,4.392920000000000000e+06,6.458078000000000000e+06,5.717528000000000000e+06,2.187190000000000000e+05,2.261050000000000000e+05,1.668100000000000000e+06,2.847415000000000000e+06,2.563380000000000000e+06,2.160583000000000000e+06,5.700640000000000000e+05,4.186690000000000000e+05,4.313450000000000000e+05,2.785533000000000000e+06,4.202453000000000000e+06,2.061867000000000000e+06,7.875490000000000000e+05
2.578691000000000000e+06,8.369252000000000000e+06,2.842290000000000000e+05,1.536579000000000000e+06,5.715480000000000000e+05,4.441207000000000000e+06,2.304270000000000000e+05,3.154605000000000000e+06,6.240640000000000000e+05,5.797494000000000000e+06,2.481938000000000000e+06,9.392220000000000000e+05,2.395560000000000000e+05,2.915380000000000000e+05,2.191890000000000000e+05,3.413950000000000000e+05,3.292510000000000000e+05,2.454243000000000000e+06,6.479361000000000000e+06,1.302941000000000000e+06,3.653840000000000000e+05,6.069740000000000000e+05,3.291162000000000000e+06,6.868890000000000000e+05,2.391497000000000000e+06,4.258303000000000000e+06,6.459090000000000000e+05,5.594650000000000000e+05,9.343240000000000000e+05,3.605014000000000000e+06,1.030006000000000000e+06,9.569940000000000000e+05,1.608038000000000000e+06,1.905482000000000000e+06,1.334490000000000000e+06,2.791886000000000000e+06,1.608151000000000000e+06,4.206350000000000000e+05,1.030050000000000000e+06,6.274170000000000000e+05,5.252580000000000000e+05,3.211270000000000000e+05,8.385490000000000000e+05,3.622368000000000000e+06,1.776090000000000000e+05,1.980853000000000000e+06,1.089123000000000000e+06,4.224887000000000000e+06,3.629886000000000000e+06,9.312340000000000000e+05
2.803135000000000000e+06,1.313483000000000000e+06,4.558820000000000000e+05,2.743049000000000000e+06,4.116293000000000000e+06,2.342120000000000000e+06,2.336342000000000000e+06,3.440050000000000000e+05,1.071380000000000000e+05,1.486603000000000000e+06,4.374635000000000000e+06,1.631030000000000000e+05,2.566074000000000000e+06,8.316330000000000000e+05,2.966842000000000000e+06,1.920157000000000000e+06,6.145480000000000000e+05,3.440190000000000000e+05,5.653570000000000000e+05,5.424920000000000000e+05,1.168400000000000000e+05,2.156385000000000000e+06,4.894651000000000000e+06,8.407730000000000000e+05,4.970160000000000000e+05,8.192890000000000000e+05,1.639431000000000000e+06,7.212430000000000000e+05,1.752120000000000000e+05,1.513880000000000000e+06,2.565720000000000000e+05,1.181106000000000000e+06,2.888380000000000000e+05,6.500750000000000000e+05,1.006950000000000000e+06,6.203820000000000000e+06,1.363720000000000000e+05,1.051480000000000000e+05,1.722470000000000000e+05,4.778550000000000000e+05,3.057410000000000000e+06,4.182150000000000000e+05,7.691990000000000000e+05,5.788629000000000000e+06,5.034990000000000000e+05,2.264550000000000000e+05,5.110166000000000000e+06,1.219289000000000000e+06,3.900750000000000000e+05,3.523930000000000000e+05
3.897602000000000000e+06,4.317495000000000000e+06,8.355514000000000000e+06,1.566012000000000000e+06,2.310949000000000000e+06,3.598609000000000000e+06,4.908942000000000000e+06,3.422591000000000000e+06,1.684023000000000000e+06,6.501950000000000000e+06,3.816691000000000000e+06,5.875308000000000000e+06,1.327264000000000000e+06,1.777331000000000000e+06,1.168180000000000000e+06,1.947955000000000000e+06,4.026417000000000000e+06,2.717114000000000000e+06,4.580445000000000000e+06,2.550310000000000000e+06,4.336948000000000000e+06,3.530753000000000000e+06,4.026468000000000000e+06,6.368819000000000000e+06,3.243237000000000000e+06,3.677558000000000000e+06,2.500875000000000000e+06,6.190730000000000000e+05,1.287292000000000000e+06,4.769283000000000000e+06,2.932008000000000000e+06,2.332141000000000000e+06,3.013710000000000000e+06,3.623046000000000000e+06,2.669165000000000000e+06,7.649433000000000000e+06,4.630875000000000000e+06,4.540706000000000000e+06,3.653193000000000000e+06,1.915170000000000000e+06,2.709949000000000000e+06,8.484357000000000000e+06,8.304418000000000000e+06,3.308246000000000000e+06,1.963885000000000000e+06,1.015842400000000000e+07,2.715322000000000000e+06,4.053496000000000000e+06,2.323088000000000000e+06,2.890785000000000000e+06
2.084000000000000000e+03,8.144000000000000000e+03,1.130000000000000000e+03,3.151000000000000000e+03,2.689000000000000000e+03,5.897000000000000000e+03,2.610000000000000000e+03,3.099000000000000000e+03,3.054000000000000000e+03,1.557290000000000000e+05,3.805000000000000000e+03,1.632000000000000000e+03,1.673000000000000000e+03,1.753000000000000000e+03,2.709000000000000000e+03,6.495000000000000000e+03,3.008000000000000000e+03,2.171000000000000000e+03,7.318000000000000000e+03,2.908000000000000000e+03,8.440000000000000000e+02,2.254000000000000000e+03,3.269000000000000000e+03,7.258000000000000000e+03,1.843000000000000000e+03,2.577928000000000000e+06,3.540000000000000000e+03,1.460000000000000000e+03,1.601000000000000000e+03,1.667000000000000000e+03,1.256000000000000000e+03,2.002000000000000000e+03,3.141000000000000000e+03,2.121000000000000000e+03,2.165000000000000000e+03,5.234000000000000000e+03,3.659000000000000000e+03,2.270000000000000000e+03,2.336000000000000000e+03,2.329000000000000000e+03,4.310000000000000000e+03,2.370000000000000000e+03,2.377000000000000000e+03,1.758000000000000000e+03,1.561000000000000000e+03,2.047000000000000000e+03,3.393000000000000000e+03,3.892000000000000000e+03,1.669000000000000000e+03,1.071200000000000000e+04
5.266317000000000000e+06,3.558687000000000000e+06,2.100090000000000000e+06,8.177240000000000000e+05,2.587423000000000000e+06,4.028935000000000000e+06,1.749008000000000000e+06,5.260178000000000000e+06,1.282938000000000000e+06,4.220812000000000000e+06,3.483495000000000000e+06,3.486118000000000000e+06,1.680751000000000000e+06,2.969199000000000000e+06,2.230318000000000000e+06,3.204017000000000000e+06,2.339077000000000000e+06,3.872864000000000000e+06,4.015789000000000000e+06,9.952510000000000000e+05,3.699100000000000000e+06,4.452434000000000000e+06,5.400337000000000000e+06,5.475951000000000000e+06,5.158490000000000000e+06,2.449247000000000000e+06,3.031397000000000000e+06,8.036410000000000000e+05,1.074502000000000000e+06,3.840082000000000000e+06,3.053439000000000000e+06,2.891328000000000000e+06,2.863191000000000000e+06,4.421546000000000000e+06,2.375954000000000000e+06,6.820721000000000000e+06,5.170913000000000000e+06,3.615921000000000000e+06,4.408314000000000000e+06,1.382973000000000000e+06,1.417684000000000000e+06,2.959346000000000000e+06,7.753064000000000000e+06,7.630471000000000000e+06,1.343537000000000000e+06,5.276695000000000000e+06,2.800169000000000000e+06,3.459555000000000000e+06,2.363915000000000000e+06,2.914461000000000000e+06
2.375863000000000000e+06,6.232040000000000000e+05,7.627980000000000000e+05,8.806765000000000000e+06,5.911336000000000000e+06,1.440172000000000000e+06,2.967422000000000000e+06,9.389940000000000000e+05,7.506400000000000000e+04,3.422099000000000000e+06,5.693521000000000000e+06,7.091120000000000000e+05,2.379171000000000000e+06,3.305616000000000000e+06,1.709037000000000000e+06,4.526897000000000000e+06,7.219850000000000000e+05,8.398580000000000000e+05,7.266200000000000000e+05,1.059509000000000000e+06,1.286020000000000000e+05,1.579730000000000000e+06,9.557240000000000000e+05,4.627370000000000000e+05,2.344395000000000000e+06,4.784036000000000000e+06,1.850616000000000000e+06,5.701750000000000000e+06,2.292260000000000000e+05,5.914350000000000000e+05,1.377504000000000000e+06,2.700264000000000000e+06,4.336300000000000000e+05,2.777044000000000000e+06,2.713692000000000000e+06,3.046120000000000000e+06,5.052200000000000000e+05,4.501170000000000000e+05,7.565260000000000000e+05,1.779209000000000000e+06,3.121576000000000000e+06,1.139860000000000000e+06,1.646207000000000000e+06,2.527465000000000000e+06,1.885470000000000000e+05,7.554610000000000000e+05,2.574906000000000000e+06,1.745784000000000000e+06,9.468510000000000000e+05,1.166377000000000000e+06
3.342410000000000000e+06,2.116566000000000000e+06,1.980726000000000000e+06,2.750733000000000000e+06,2.493037000000000000e+06,5.839831000000000000e+06,1.274661000000000000e+06,1.619326000000000000e+06,1.959857000000000000e+06,7.519057000000000000e+06,4.412380000000000000e+06,3.901452000000000000e+06,1.415866000000000000e+06,2.558487000000000000e+06,6.595160000000000000e+05,3.345501000000000000e+06,9.684616000000000000e+06,1.798748000000000000e+06,3.657005000000000000e+06,3.876272000000000000e+06,7.897940000000000000e+05,5.391118000000000000e+06,5.595258000000000000e+06,3.571311000000000000e+06,3.435125000000000000e+06,2.066892000000000000e+06,2.739998000000000000e+06,1.116643000000000000e+06,1.343167000000000000e+06,2.221691000000000000e+06,4.144356000000000000e+06,2.235825000000000000e+06,3.731523000000000000e+06,3.893547000000000000e+06,5.482609000000000000e+06,1.999626000000000000e+06,3.766936000000000000e+06,5.144083000000000000e+06,2.611107000000000000e+06,5.146080000000000000e+06,2.895781000000000000e+06,3.478844000000000000e+06,4.931239000000000000e+06,2.403640000000000000e+06,4.544931000000000000e+06,3.996289000000000000e+06,2.008812000000000000e+06,4.431347000000000000e+06,1.105895000000000000e+06,3.963367000000000000e+06
3.878484000000000000e+06,4.631703000000000000e+06,2.750058000000000000e+06,1.224409000000000000e+06,6.773513000000000000e+06,3.201762000000000000e+06,1.328146000000000000e+06,1.774232000000000000e+06,2.695869000000000000e+06,4.378805000000000000e+06,1.821664000000000000e+06,2.432630000000000000e+06,1.232302000000000000e+06,2.238879000000000000e+06,6.318974000000000000e+06,1.488361000000000000e+06,1.828497000000000000e+06,4.078231000000000000e+06,5.733320000000000000e+06,1.730485000000000000e+06,2.616693000000000000e+06,1.805304000000000000e+06,5.111197000000000000e+06,1.947814000000000000e+06,3.634911000000000000e+06,2.425133000000000000e+06,2.096633000000000000e+06,6.682600000000000000e+05,1.236770000000000000e+06,3.046112000000000000e+06,8.491991000000000000e+06,3.475332000000000000e+06,1.824704000000000000e+06,3.553430000000000000e+06,2.348523000000000000e+06,2.386314000000000000e+06,3.212874000000000000e+06,2.162610000000000000e+06,2.209609000000000000e+06,9.303710000000000000e+05,2.058231000000000000e+06,2.246171000000000000e+06,1.998614000000000000e+06,2.537746000000000000e+06,5.687810000000000000e+05,2.742685000000000000e+06,1.506316000000000000e+06,3.095712000000000000e+06,1.019620000000000000e+06,1.663218000000000000e+06
1.495359000000000000e+06,2.732589000000000000e+06,1.307042000000000000e+06,7.594620000000000000e+05,1.345900000000000000e+06,3.979499000000000000e+06,1.066280000000000000e+06,1.263957000000000000e+06,4.546520000000000000e+05,2.367506000000000000e+06,3.638667000000000000e+06,3.637816000000000000e+06,9.042170000000000000e+05,7.766660000000000000e+05,7.052520000000000000e+05,1.005443000000000000e+06,5.441348000000000000e+06,2.709294000000000000e+06,2.654589000000000000e+06,2.357604000000000000e+06,9.175030000000000000e+05,1.164692000000000000e+06,3.113704000000000000e+06,3.105086000000000000e+06,3.216844000000000000e+06,2.432149000000000000e+06,1.486649000000000000e+06,9.488900000000000000e+05,3.422670000000000000e+05,5.100297000000000000e+06,5.388150000000000000e+06,1.173384000000000000e+06,3.509511000000000000e+06,2.443318000000000000e+06,5.415094000000000000e+06,5.636610000000000000e+06,1.021370500000000000e+07,2.958889000000000000e+06,2.828500000000000000e+06,1.040491000000000000e+06,9.250040000000000000e+05,1.908390000000000000e+06,1.357717000000000000e+06,6.276809000000000000e+06,3.238214000000000000e+06,1.050753000000000000e+06,3.395932000000000000e+06,4.878709000000000000e+06,1.617205000000000000e+06,2.367368000000000000e+06
